CustomerID,Country,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,ChurnRisk
13615,United Kingdom,319,1,417.69,1,1,2,112,Hibernating,High
13617,United Kingdom,40,3,544.18,3,3,3,333,Potential Loyalist,Medium
13618,United Kingdom,174,1,177.34,2,1,1,211,Hibernating,High
13621,United Kingdom,117,1,213.85,2,1,1,211,Hibernating,High
13623,United Kingdom,31,5,747.78,4,4,3,443,Loyal Customers,Low
13626,United Kingdom,253,1,257.23,1,1,2,112,Hibernating,High
13627,United Kingdom,59,5,1638.47,3,4,4,344,Potential Loyalist,Medium
13629,United Kingdom,23,11,7792.36,4,5,5,455,Champions,Low
13630,United Kingdom,5,7,2031.78,5,5,4,554,Champions,Low
13631,United Kingdom,100,11,3070.42,2,5,5,255,At Risk,Medium
13632,United Kingdom,25,5,2121.27,4,4,5,445,Champions,Low
13634,United Kingdom,33,5,1575.16,4,4,4,444,Champions,Low
13635,United Kingdom,68,1,1071.03,3,1,4,314,Potential Loyalist,Medium
13636,United Kingdom,37,5,949.12,3,4,4,344,Potential Loyalist,Medium
13637,United Kingdom,52,3,810.5,3,3,3,333,Potential Loyalist,Medium
13638,United Kingdom,16,1,122.64,4,1,1,411,New Customers,Low
13639,United Kingdom,74,1,1033.34,2,1,4,214,Needs Attention,High
13642,United Kingdom,216,1,354.8,1,1,2,112,Hibernating,High
13643,United Kingdom,31,3,519.44,4,3,3,433,Loyal Customers,Low
13644,United Kingdom,16,4,2624.26,4,4,5,445,Champions,Low
13645,United Kingdom,120,1,252.1,2,1,2,212,Hibernating,High
13647,United Kingdom,10,4,1678.12,5,4,4,544,Champions,Low
13649,United Kingdom,257,2,346.6,1,2,2,122,Hibernating,High
13650,United Kingdom,17,6,1836.34,4,5,4,454,Champions,Low
13651,United Kingdom,35,2,94.2,3,2,1,321,Potential Loyalist,Medium
13652,United Kingdom,46,3,1095.08,3,3,4,334,Potential Loyalist,Medium
13654,United Kingdom,43,6,2707.33,3,5,5,355,Potential Loyalist,Medium
13655,United Kingdom,114,2,932.97,2,2,3,223,Needs Attention,High
13656,United Kingdom,165,2,379.65,2,2,2,222,Hibernating,High
13657,United Kingdom,11,2,382.14,5,2,2,522,New Customers,Low
13658,United Kingdom,10,5,2639.17,5,4,5,545,Champions,Low
13659,United Kingdom,206,2,1573.2,1,2,4,124,Needs Attention,High
13662,United Kingdom,86,3,897.76,2,3,3,233,At Risk,Medium
13663,United Kingdom,179,1,189.47,2,1,1,211,Hibernating,High
13666,United Kingdom,60,3,84.65,3,3,1,331,Potential Loyalist,Medium
13667,United Kingdom,149,1,305.02,2,1,2,212,Hibernating,High
13668,United Kingdom,3,21,6363.59,5,5,5,555,Champions,Low
13669,United Kingdom,51,2,218.55,3,2,1,321,Potential Loyalist,Medium
13670,United Kingdom,75,1,349.7,2,1,2,212,Hibernating,High
13672,United Kingdom,301,2,186.39,1,2,1,121,Hibernating,High
13673,United Kingdom,19,2,396.92,4,2,2,422,New Customers,Low
13675,United Kingdom,151,2,486.82,2,2,2,222,Hibernating,High
13678,United Kingdom,152,1,232.6,2,1,1,211,Hibernating,High
13680,United Kingdom,1,4,3722.42,5,4,5,545,Champions,Low
13681,United Kingdom,18,4,827.83,4,4,3,443,Loyal Customers,Low
13682,United Kingdom,187,1,59.5,1,1,1,111,Hibernating,High
13684,United Kingdom,286,1,67.23,1,1,1,111,Hibernating,High
13685,United Kingdom,3,7,3119.44,5,5,5,555,Champions,Low
13686,United Kingdom,183,1,72.0,1,1,1,111,Hibernating,High
13689,United Kingdom,63,1,910.0,3,1,3,313,Potential Loyalist,Medium
13690,United Kingdom,59,1,172.25,3,1,1,311,Potential Loyalist,Medium
13692,United Kingdom,25,3,1488.32,4,3,4,434,Loyal Customers,Low
13694,United Kingdom,4,50,65039.62,5,5,5,555,Champions,Low
13695,United Kingdom,31,15,2504.13,4,5,5,455,Champions,Low
13697,United Kingdom,39,1,151.3,3,1,1,311,Potential Loyalist,Medium
13699,United Kingdom,155,1,308.58,2,1,2,212,Hibernating,High
13700,United Kingdom,26,10,2265.12,4,5,5,455,Champions,Low
13703,United Kingdom,318,1,99.5,1,1,1,111,Hibernating,High
13704,United Kingdom,5,9,2308.06,5,5,5,555,Champions,Low
13705,United Kingdom,8,3,711.86,5,3,3,533,Loyal Customers,Low
13706,United Kingdom,303,1,330.79,1,1,2,112,Hibernating,High
13707,United Kingdom,267,2,806.41,1,2,3,123,Needs Attention,High
13708,United Kingdom,271,1,296.88,1,1,2,112,Hibernating,High
13709,United Kingdom,4,13,6328.05,5,5,5,555,Champions,Low
13710,United Kingdom,32,1,180.48,4,1,1,411,New Customers,Low
13711,United Kingdom,219,2,252.06,1,2,2,122,Hibernating,High
13712,United Kingdom,247,1,228.84,1,1,1,111,Hibernating,High
13715,United Kingdom,281,5,1079.34,1,4,4,144,Cannot Lose Them,Medium
13716,United Kingdom,269,1,138.28,1,1,1,111,Hibernating,High
13717,United Kingdom,32,6,1445.01,4,5,4,454,Champions,Low
13718,United Kingdom,246,2,306.55,1,2,2,122,Hibernating,High
13719,United Kingdom,15,5,1041.68,4,4,4,444,Champions,Low
13720,United Kingdom,117,4,799.9,2,4,3,243,At Risk,Medium
13721,United Kingdom,36,1,524.14,3,1,3,313,Potential Loyalist,Medium
13722,United Kingdom,132,3,2375.41,2,3,5,235,At Risk,Medium
13723,United Kingdom,217,1,199.85,1,1,1,111,Hibernating,High
13725,United Kingdom,50,8,1980.56,3,5,4,354,Potential Loyalist,Medium
13726,United Kingdom,39,2,1079.66,3,2,4,324,Potential Loyalist,Medium
13727,United Kingdom,29,2,333.48,4,2,2,422,New Customers,Low
13728,United Kingdom,37,6,1016.14,3,5,4,354,Potential Loyalist,Medium
13730,United Kingdom,136,2,752.6,2,2,3,223,Needs Attention,High
13731,United Kingdom,219,2,610.59,1,2,3,123,Needs Attention,High
13732,United Kingdom,28,1,491.86,4,1,3,413,New Customers,Low
13735,United Kingdom,25,4,2885.24,4,4,5,445,Champions,Low
13736,United Kingdom,5,2,731.9,5,2,3,523,New Customers,Low
13737,United Kingdom,200,1,339.6,1,1,2,112,Hibernating,High
13739,United Kingdom,18,1,216.9,4,1,1,411,New Customers,Low
13740,United Kingdom,241,1,350.75,1,1,2,112,Hibernating,High
13741,United Kingdom,72,3,668.43,3,3,3,333,Potential Loyalist,Medium
13742,United Kingdom,17,12,3131.02,4,5,5,455,Champions,Low
13743,United Kingdom,3,7,1341.6,5,5,4,554,Champions,Low
13744,United Kingdom,95,2,1156.36,2,2,4,224,Needs Attention,High
13745,United Kingdom,162,1,300.04,2,1,2,212,Hibernating,High
13747,United Kingdom,374,1,79.6,1,1,1,111,Hibernating,High
13748,United Kingdom,96,5,948.25,2,4,4,244,At Risk,Medium
13750,United Kingdom,54,5,1647.26,3,4,4,344,Potential Loyalist,Medium
13751,United Kingdom,288,1,296.25,1,1,2,112,Hibernating,High
13752,United Kingdom,124,6,1186.28,2,5,4,254,At Risk,Medium
13753,United Kingdom,288,1,741.26,1,1,3,113,Needs Attention,High
13754,United Kingdom,152,2,282.6,2,2,2,222,Hibernating,High
13755,United Kingdom,4,9,2161.35,5,5,5,555,Champions,Low
13756,United Kingdom,2,14,5189.52,5,5,5,555,Champions,Low
13758,United Kingdom,12,7,3190.55,5,5,5,555,Champions,Low
13759,United Kingdom,33,2,659.41,4,2,3,423,New Customers,Low
13760,United Kingdom,54,2,286.79,3,2,2,322,Potential Loyalist,Medium
13761,United Kingdom,50,2,1070.65,3,2,4,324,Potential Loyalist,Medium
13762,United Kingdom,219,1,306.72,1,1,2,112,Hibernating,High
13763,United Kingdom,63,1,1714.96,3,1,4,314,Potential Loyalist,Medium
13764,United Kingdom,71,3,1521.76,3,3,4,334,Potential Loyalist,Medium
13767,United Kingdom,2,37,17220.36,5,5,5,555,Champions,Low
13769,United Kingdom,2,10,2796.51,5,5,5,555,Champions,Low
13771,United Kingdom,64,4,2634.45,3,4,5,345,Potential Loyalist,Medium
13772,United Kingdom,34,3,1132.13,3,3,4,334,Potential Loyalist,Medium
13774,United Kingdom,82,1,345.0,2,1,2,212,Hibernating,High
13777,United Kingdom,1,33,25977.16,5,5,5,555,Champions,Low
13778,United Kingdom,103,1,178.7,2,1,1,211,Hibernating,High
13780,United Kingdom,7,2,360.01,5,2,2,522,New Customers,Low
13781,United Kingdom,251,1,127.84,1,1,1,111,Hibernating,High
13782,United Kingdom,13,6,912.0,5,5,3,553,Loyal Customers,Low
13784,United Kingdom,10,11,2462.79,5,5,5,555,Champions,Low
13786,United Kingdom,367,1,230.4,1,1,1,111,Hibernating,High
13787,United Kingdom,76,2,309.04,2,2,2,222,Hibernating,High
13790,United Kingdom,4,1,348.8,5,1,2,512,New Customers,Low
13791,United Kingdom,128,2,1516.0,2,2,4,224,Needs Attention,High
13792,United Kingdom,66,2,195.55,3,2,1,321,Potential Loyalist,Medium
13798,United Kingdom,1,57,37153.85,5,5,5,555,Champions,Low
13799,United Kingdom,117,2,688.86,2,2,3,223,Needs Attention,High
13800,United Kingdom,310,1,558.32,1,1,3,113,Needs Attention,High
13801,United Kingdom,67,1,324.8,3,1,2,312,Potential Loyalist,Medium
13802,United Kingdom,139,3,4599.42,2,3,5,235,At Risk,Medium
13803,United Kingdom,255,1,277.07,1,1,2,112,Hibernating,High
13804,United Kingdom,31,7,2635.79,4,5,5,455,Champions,Low
13805,United Kingdom,52,2,924.6,3,2,3,323,Potential Loyalist,Medium
13806,United Kingdom,64,1,256.38,3,1,2,312,Potential Loyalist,Medium
13807,United Kingdom,367,1,112.6,1,1,1,111,Hibernating,High
13808,United Kingdom,6,5,1747.66,5,4,4,544,Champions,Low
13809,Cyprus,305,1,155.05,1,1,1,111,Hibernating,High
13810,Germany,29,3,1499.01,4,3,4,434,Loyal Customers,Low
13811,Germany,184,3,814.5,1,3,3,133,Needs Attention,Medium
13812,Germany,42,3,539.0,3,3,3,333,Potential Loyalist,Medium
13813,Germany,40,4,1366.86,3,4,4,344,Potential Loyalist,Medium
13814,Germany,92,2,1579.12,2,2,4,224,Needs Attention,High
13815,Germany,22,4,4027.36,4,4,5,445,Champions,Low
13816,Germany,24,2,571.67,4,2,3,423,New Customers,Low
13817,Germany,29,2,382.98,4,2,2,422,New Customers,Low
13819,United Kingdom,302,3,1140.35,1,3,4,134,Needs Attention,Medium
13821,United Kingdom,145,2,385.64,2,2,2,222,Hibernating,High
13822,United Kingdom,6,2,632.0,5,2,3,523,New Customers,Low
13823,United Kingdom,19,2,957.66,4,2,4,424,New Customers,Low
13824,United Kingdom,33,5,1698.94,4,4,4,444,Champions,Low
13826,United Kingdom,176,1,189.5,2,1,1,211,Hibernating,High
13827,United Kingdom,58,3,412.05,3,3,2,332,Potential Loyalist,Medium
13828,United Kingdom,22,1,209.49,4,1,1,411,New Customers,Low
13831,United Kingdom,16,6,2202.99,4,5,5,455,Champions,Low
13832,United Kingdom,19,1,52.2,4,1,1,411,New Customers,Low
13833,United Kingdom,159,1,384.8,2,1,2,212,Hibernating,High
13835,United Kingdom,25,4,834.57,4,4,3,443,Loyal Customers,Low
13837,United Kingdom,212,2,271.24,1,2,2,122,Hibernating,High
13838,United Kingdom,6,4,691.73,5,4,3,543,Loyal Customers,Low
13841,United Kingdom,253,1,85.0,1,1,1,111,Hibernating,High
13842,United Kingdom,59,9,3385.62,3,5,5,355,Potential Loyalist,Medium
13844,United Kingdom,11,1,361.62,5,1,2,512,New Customers,Low
13845,United Kingdom,65,1,312.98,3,1,2,312,Potential Loyalist,Medium
13846,United Kingdom,25,3,865.06,4,3,3,433,Loyal Customers,Low
13848,United Kingdom,92,3,1255.0,2,3,4,234,At Risk,Medium
13849,United Kingdom,52,2,1537.95,3,2,4,324,Potential Loyalist,Medium
13850,United Kingdom,129,1,1595.48,2,1,4,214,Needs Attention,High
13851,United Kingdom,96,3,2651.46,2,3,5,235,At Risk,Medium
13853,United Kingdom,57,1,1090.14,3,1,4,314,Potential Loyalist,Medium
13854,United Kingdom,9,25,8109.52,5,5,5,555,Champions,Low
13856,United Kingdom,169,3,388.5,2,3,2,232,At Risk,Medium
13858,United Kingdom,57,1,216.17,3,1,1,311,Potential Loyalist,Medium
13859,United Kingdom,326,1,201.16,1,1,1,111,Hibernating,High
13860,United Kingdom,1,5,1245.9,5,4,4,544,Champions,Low
13862,United Kingdom,18,8,2209.36,4,5,5,455,Champions,Low
13863,United Kingdom,248,1,305.78,1,1,2,112,Hibernating,High
13865,United Kingdom,58,4,501.56,3,4,3,343,Potential Loyalist,Medium
13866,United Kingdom,74,1,145.67,2,1,1,211,Hibernating,High
13867,United Kingdom,31,3,1015.29,4,3,4,434,Loyal Customers,Low
13868,United Kingdom,7,2,3192.54,5,2,5,525,New Customers,Low
13869,United Kingdom,123,4,3104.95,2,4,5,245,At Risk,Medium
13870,United Kingdom,2,8,2770.94,5,5,5,555,Champions,Low
13871,United Kingdom,23,13,6403.25,4,5,5,455,Champions,Low
13873,United Kingdom,120,3,389.6,2,3,2,232,At Risk,Medium
13874,United Kingdom,358,1,540.45,1,1,3,113,Needs Attention,High
13875,United Kingdom,54,5,1786.79,3,4,4,344,Potential Loyalist,Medium
13876,United Kingdom,64,1,122.7,3,1,1,311,Potential Loyalist,Medium
13877,United Kingdom,86,1,117.24,2,1,1,211,Hibernating,High
13878,United Kingdom,55,1,1281.53,3,1,4,314,Potential Loyalist,Medium
13880,United Kingdom,21,13,3219.77,4,5,5,455,Champions,Low
13881,United Kingdom,4,20,17159.52,5,5,5,555,Champions,Low
13882,United Kingdom,3,5,1191.13,5,4,4,544,Champions,Low
13883,United Kingdom,11,5,2674.48,5,4,5,545,Champions,Low
13884,United Kingdom,7,5,787.6,5,4,3,543,Loyal Customers,Low
13885,United Kingdom,189,2,506.8,1,2,3,123,Needs Attention,High
13886,United Kingdom,71,1,243.56,3,1,1,311,Potential Loyalist,Medium
13887,United Kingdom,204,1,349.55,1,1,2,112,Hibernating,High
13888,United Kingdom,120,2,605.63,2,2,3,223,Needs Attention,High
13889,United Kingdom,93,1,416.9,2,1,2,212,Hibernating,High
13890,United Kingdom,1,10,1883.81,5,5,4,554,Champions,Low
13892,United Kingdom,27,4,632.97,4,4,3,443,Loyal Customers,Low
13893,United Kingdom,298,1,821.1,1,1,3,113,Needs Attention,High
13894,United Kingdom,24,3,564.62,4,3,3,433,Loyal Customers,Low
13895,United Kingdom,28,4,2593.07,4,4,5,445,Champions,Low
13897,United Kingdom,50,1,311.16,3,1,2,312,Potential Loyalist,Medium
13898,United Kingdom,326,1,155.93,1,1,1,111,Hibernating,High
13899,United Kingdom,16,2,388.52,4,2,2,422,New Customers,Low
13900,United Kingdom,183,3,740.95,1,3,3,133,Needs Attention,Medium
13901,United Kingdom,72,5,2867.2,3,4,5,345,Potential Loyalist,Medium
13904,United Kingdom,37,2,332.64,3,2,2,322,Potential Loyalist,Medium
13908,United Kingdom,80,4,2369.55,2,4,5,245,At Risk,Medium
13911,United Kingdom,57,9,2580.91,3,5,5,355,Potential Loyalist,Medium
13914,United Kingdom,12,2,626.45,5,2,3,523,New Customers,Low
13917,United Kingdom,50,2,272.04,3,2,2,322,Potential Loyalist,Medium
13918,United Kingdom,50,2,1212.84,3,2,4,324,Potential Loyalist,Medium
13919,Denmark,59,2,384.81,3,2,2,322,Potential Loyalist,Medium
13922,United Kingdom,352,1,172.25,1,1,1,111,Hibernating,High
13923,United Kingdom,54,1,351.13,3,1,2,312,Potential Loyalist,Medium
13924,United Kingdom,2,6,1838.85,5,5,4,554,Champions,Low
13925,United Kingdom,93,4,678.25,2,4,3,243,At Risk,Medium
13926,United Kingdom,23,1,223.85,4,1,1,411,New Customers,Low
13927,United Kingdom,75,1,348.99,2,1,2,212,Hibernating,High
13928,United Kingdom,11,4,464.57,5,4,2,542,Loyal Customers,Low
13929,United Kingdom,169,2,842.65,2,2,3,223,Needs Attention,High
13930,United Kingdom,58,2,337.34,3,2,2,322,Potential Loyalist,Medium
13931,United Kingdom,96,2,1237.53,2,2,4,224,Needs Attention,High
13932,United Kingdom,295,1,307.4,1,1,2,112,Hibernating,High
13933,United Kingdom,109,2,608.79,2,2,3,223,Needs Attention,High
13934,United Kingdom,264,1,922.1,1,1,3,113,Needs Attention,High
13936,United Kingdom,180,1,376.58,1,1,2,112,Hibernating,High
13937,United Kingdom,169,1,158.85,2,1,1,211,Hibernating,High
13938,United Kingdom,35,1,71.66,3,1,1,311,Potential Loyalist,Medium
13939,United Kingdom,23,3,568.55,4,3,3,433,Loyal Customers,Low
13940,United Kingdom,17,4,839.14,4,4,3,443,Loyal Customers,Low
13941,United Kingdom,22,5,5112.96,4,4,5,445,Champions,Low
13946,United Kingdom,79,3,561.57,2,3,3,233,At Risk,Medium
13947,United Kingdom,65,1,90.6,3,1,1,311,Potential Loyalist,Medium
13948,United Kingdom,361,1,102.0,1,1,1,111,Hibernating,High
13949,United Kingdom,3,6,2427.32,5,5,5,555,Champions,Low
13950,United Kingdom,11,4,745.06,5,4,3,543,Loyal Customers,Low
13951,United Kingdom,176,3,674.45,2,3,3,233,At Risk,Medium
13952,United Kingdom,218,2,3251.07,1,2,5,125,Needs Attention,High
13953,United Kingdom,7,7,3515.68,5,5,5,555,Champions,Low
13954,United Kingdom,2,2,439.92,5,3,2,532,Loyal Customers,Low
13955,United Kingdom,154,2,322.96,2,3,2,232,At Risk,Medium
13956,United Kingdom,5,5,1026.42,5,4,4,544,Champions,Low
13959,United Kingdom,79,3,598.2,2,3,3,233,At Risk,Medium
13960,United Kingdom,21,2,230.22,4,3,1,431,Loyal Customers,Low
13962,United Kingdom,22,2,169.55,4,3,1,431,Loyal Customers,Low
13963,United Kingdom,308,4,664.54,1,4,3,143,Needs Attention,Medium
13967,United Kingdom,146,1,80.7,2,1,1,211,Hibernating,High
13969,United Kingdom,7,18,9053.94,5,5,5,555,Champions,Low
13971,United Kingdom,19,8,2758.26,4,5,5,455,Champions,Low
13972,United Kingdom,71,2,190.25,3,3,1,331,Potential Loyalist,Medium
13973,United Kingdom,287,1,264.7,1,1,2,112,Hibernating,High
13974,United Kingdom,49,1,413.59,3,1,2,312,Potential Loyalist,Medium
13975,United Kingdom,31,6,2526.28,4,5,5,455,Champions,Low
13976,United Kingdom,207,1,357.98,1,1,2,112,Hibernating,High
13978,United Kingdom,15,2,196.79,4,3,1,431,Loyal Customers,Low
13979,United Kingdom,73,1,869.87,2,1,3,213,Needs Attention,High
13980,United Kingdom,60,1,200.14,3,1,1,311,Potential Loyalist,Medium
13982,United Kingdom,39,4,1871.81,3,4,4,344,Potential Loyalist,Medium
13983,United Kingdom,30,12,2603.43,4,5,5,455,Champions,Low
13984,United Kingdom,27,5,920.51,4,4,3,443,Loyal Customers,Low
13985,United Kingdom,4,15,7060.13,5,5,5,555,Champions,Low
13986,United Kingdom,17,1,320.46,4,1,2,412,New Customers,Low
13988,United Kingdom,20,6,4147.96,4,5,5,455,Champions,Low
13989,United Kingdom,66,2,1266.08,3,3,4,334,Potential Loyalist,Medium
13990,United Kingdom,213,1,311.3,1,1,2,112,Hibernating,High
13991,United Kingdom,12,6,855.97,5,5,3,553,Loyal Customers,Low
13992,United Kingdom,30,1,76.8,4,1,1,411,New Customers,Low
13993,United Kingdom,43,9,3466.36,3,5,5,355,Potential Loyalist,Medium
13994,United Kingdom,4,6,2313.14,5,5,5,555,Champions,Low
13995,United Kingdom,15,5,1393.69,4,4,4,444,Champions,Low
13999,United Kingdom,10,12,3901.81,5,5,5,555,Champions,Low
14000,United Kingdom,211,1,635.66,1,1,3,113,Needs Attention,High
14001,United Kingdom,46,3,2043.08,3,3,4,334,Potential Loyalist,Medium
14002,United Kingdom,134,2,529.73,2,3,3,233,At Risk,Medium
14004,United Kingdom,43,7,4582.64,3,5,5,355,Potential Loyalist,Medium
14005,United Kingdom,10,5,2874.72,5,4,5,545,Champions,Low
14006,United Kingdom,116,3,962.19,2,3,4,234,At Risk,Medium
14009,United Kingdom,198,2,695.61,1,3,3,133,Needs Attention,Medium
14012,United Kingdom,278,1,328.8,1,1,2,112,Hibernating,High
14013,United Kingdom,110,3,473.02,2,3,2,232,At Risk,Medium
14014,United Kingdom,77,1,505.18,2,1,3,213,Needs Attention,High
14015,United Kingdom,53,1,917.34,3,1,3,313,Potential Loyalist,Medium
14016,EIRE,162,4,4341.21,2,4,5,245,At Risk,Medium
14019,United Kingdom,47,3,1421.61,3,3,4,334,Potential Loyalist,Medium
14020,United Kingdom,17,2,642.8,4,3,3,433,Loyal Customers,Low
14021,United Kingdom,155,3,631.9,2,3,3,233,At Risk,Medium
14022,United Kingdom,225,1,440.0,1,1,2,112,Hibernating,High
14023,United Kingdom,7,2,584.07,5,3,3,533,Loyal Customers,Low
14024,United Kingdom,122,2,327.7,2,3,2,232,At Risk,Medium
14027,United Kingdom,61,1,104.82,3,1,1,311,Potential Loyalist,Medium
14029,United Kingdom,63,2,467.66,3,3,2,332,Potential Loyalist,Medium
14030,United Kingdom,18,8,2360.09,4,5,5,455,Champions,Low
14031,United Kingdom,7,19,17286.86,5,5,5,555,Champions,Low
14032,United Kingdom,2,11,2975.59,5,5,5,555,Champions,Low
14034,United Kingdom,22,3,651.82,4,3,3,433,Loyal Customers,Low
14035,United Kingdom,29,5,1428.02,4,4,4,444,Champions,Low
14036,United Kingdom,285,1,626.65,1,1,3,113,Needs Attention,High
14037,United Kingdom,176,2,147.2,2,3,1,231,At Risk,Medium
14038,United Kingdom,78,3,1560.38,2,3,4,234,At Risk,Medium
14039,United Kingdom,33,1,152.2,4,1,1,411,New Customers,Low
14040,United Kingdom,41,12,3614.92,3,5,5,355,Potential Loyalist,Medium
14041,United Kingdom,266,1,141.41,1,1,1,111,Hibernating,High
14044,United Kingdom,27,4,652.82,4,4,3,443,Loyal Customers,Low
14045,United Kingdom,109,4,1659.75,2,4,4,244,At Risk,Medium
14046,United Kingdom,284,1,154.99,1,1,1,111,Hibernating,High
14047,United Kingdom,9,5,1308.61,5,4,4,544,Champions,Low
14048,United Kingdom,305,1,409.93,1,1,2,112,Hibernating,High
14049,United Kingdom,17,4,5681.72,4,4,5,445,Champions,Low
14050,United Kingdom,32,2,746.36,4,3,3,433,Loyal Customers,Low
14051,United Kingdom,1,23,15610.39,5,5,5,555,Champions,Low
14052,United Kingdom,20,1,225.36,4,1,1,411,New Customers,Low
14053,United Kingdom,124,2,260.25,2,3,2,232,At Risk,Medium
14054,United Kingdom,65,1,92.46,3,1,1,311,Potential Loyalist,Medium
14055,United Kingdom,106,1,725.64,2,1,3,213,Needs Attention,High
14056,United Kingdom,1,23,8214.65,5,5,5,555,Champions,Low
14057,United Kingdom,24,17,6217.96,4,5,5,455,Champions,Low
14059,United Kingdom,267,1,183.6,1,1,1,111,Hibernating,High
14060,United Kingdom,5,19,6140.42,5,5,5,555,Champions,Low
14062,United Kingdom,10,12,10464.85,5,5,5,555,Champions,Low
14064,United Kingdom,29,5,1353.74,4,4,4,444,Champions,Low
14066,United Kingdom,267,1,152.55,1,1,1,111,Hibernating,High
14067,United Kingdom,64,2,374.7,3,3,2,332,Potential Loyalist,Medium
14068,United Kingdom,320,1,265.85,1,1,2,112,Hibernating,High
14071,United Kingdom,4,8,1438.82,5,5,4,554,Champions,Low
14073,United Kingdom,32,1,151.04,4,1,1,411,New Customers,Low
14075,United Kingdom,5,3,942.26,5,3,3,533,Loyal Customers,Low
14076,United Kingdom,129,1,122.47,2,1,1,211,Hibernating,High
14077,United Kingdom,41,5,499.42,3,4,3,343,Potential Loyalist,Medium
14078,United Kingdom,102,6,1049.37,2,5,4,254,At Risk,Medium
14079,United Kingdom,125,1,375.1,2,1,2,212,Hibernating,High
14080,United Kingdom,33,1,45.6,4,1,1,411,New Customers,Low
14081,United Kingdom,302,2,934.52,1,3,3,133,Needs Attention,Medium
14082,United Kingdom,365,1,182.25,1,1,1,111,Hibernating,High
14083,United Kingdom,4,9,1018.43,5,5,4,554,Champions,Low
14085,United Kingdom,2,18,4448.54,5,5,5,555,Champions,Low
14087,United Kingdom,3,1,194.42,5,1,1,511,New Customers,Low
14088,United Kingdom,10,13,50491.81,5,5,5,555,Champions,Low
14089,United Kingdom,57,1,161.0,3,1,1,311,Potential Loyalist,Medium
14090,United Kingdom,325,1,76.32,1,1,1,111,Hibernating,High
14092,United Kingdom,8,14,4076.91,5,5,5,555,Champions,Low
14093,United Kingdom,12,1,442.85,5,1,2,512,New Customers,Low
14096,United Kingdom,4,17,65164.79,5,5,5,555,Champions,Low
14098,United Kingdom,37,1,147.35,3,1,1,311,Potential Loyalist,Medium
14099,United Kingdom,16,11,3104.17,4,5,5,455,Champions,Low
14100,United Kingdom,138,1,194.9,2,1,1,211,Hibernating,High
14101,United Kingdom,74,6,5976.79,2,5,5,255,At Risk,Medium
14102,United Kingdom,5,5,1360.28,5,4,4,544,Champions,Low
14104,United Kingdom,155,2,216.21,2,3,1,231,At Risk,Medium
14105,United Kingdom,239,1,1266.23,1,1,4,114,Needs Attention,High
14107,United Kingdom,52,7,2703.23,3,5,5,355,Potential Loyalist,Medium
14108,United Kingdom,31,2,597.91,4,3,3,433,Loyal Customers,Low
14109,United Kingdom,73,1,144.2,2,1,1,211,Hibernating,High
14110,United Kingdom,4,12,5683.15,5,5,5,555,Champions,Low
14111,United Kingdom,14,4,692.85,4,4,3,443,Loyal Customers,Low
14112,United Kingdom,23,7,2915.15,4,5,5,455,Champions,Low
14113,United Kingdom,4,4,1840.42,5,4,4,544,Champions,Low
14114,United Kingdom,274,2,386.53,1,3,2,132,Needs Attention,Medium
14116,United Kingdom,20,5,1382.74,4,4,4,444,Champions,Low
14117,United Kingdom,144,1,90.0,2,1,1,211,Hibernating,High
14121,United Kingdom,4,4,2780.15,5,4,5,545,Champions,Low
14124,United Kingdom,84,1,419.58,2,1,2,212,Hibernating,High
14125,United Kingdom,11,3,2740.43,5,3,5,535,Loyal Customers,Low
14126,United Kingdom,8,3,706.13,5,3,3,533,Loyal Customers,Low
14127,United Kingdom,123,3,709.71,2,3,3,233,At Risk,Medium
14128,United Kingdom,61,2,637.5,3,3,3,333,Potential Loyalist,Medium
14129,United Kingdom,2,5,1123.86,5,4,4,544,Champions,Low
14130,United Kingdom,319,1,483.86,1,1,2,112,Hibernating,High
14132,United Kingdom,2,11,3586.03,5,5,5,555,Champions,Low
14133,United Kingdom,130,3,605.64,2,3,3,233,At Risk,Medium
14135,United Kingdom,2,15,4690.31,5,5,5,555,Champions,Low
14138,United Kingdom,2,2,982.38,5,3,4,534,Loyal Customers,Low
14139,United Kingdom,46,1,415.82,3,1,2,312,Potential Loyalist,Medium
14140,United Kingdom,4,2,935.05,5,3,3,533,Loyal Customers,Low
14141,United Kingdom,3,4,915.13,5,4,3,543,Loyal Customers,Low
14142,United Kingdom,373,1,311.81,1,1,2,112,Hibernating,High
14143,United Kingdom,134,1,115.8,2,1,1,211,Hibernating,High
14145,United Kingdom,47,4,3742.2,3,4,5,345,Potential Loyalist,Medium
14146,United Kingdom,9,5,4191.0,5,4,5,545,Champions,Low
14147,United Kingdom,78,2,483.4,2,3,2,232,At Risk,Medium
14148,United Kingdom,234,1,157.2,1,1,1,111,Hibernating,High
14149,United Kingdom,221,1,446.62,1,1,2,112,Hibernating,High
14150,United Kingdom,36,2,658.64,3,3,3,333,Potential Loyalist,Medium
14152,United Kingdom,75,2,621.29,2,3,3,233,At Risk,Medium
14154,United Kingdom,239,2,1345.62,1,3,4,134,Needs Attention,Medium
14155,United Kingdom,266,1,118.75,1,1,1,111,Hibernating,High
14156,EIRE,10,55,117379.63,5,5,5,555,Champions,Low
14157,United Kingdom,20,2,432.88,4,3,2,432,Loyal Customers,Low
